item,Open,Close,Volume
857,95.959999,96.330002,1152300
858,96.769997,96.980003,1322900
859,96.080002,95.93,1535100
860,95.910004,95.400002,1753900
861,95.160004,94.769997,1449700
862,95.260002,94.940002,1284800
863,95.300003,96.519997,2131100
864,96.660004,96.919998,1857600
865,96.309998,96.099998,2034700
866,95.089996,95.790001,1961500
867,95.879997,96.699997,1675300
868,96.989998,96.93,1839900
869,97.059998,97.309998,2003400
870,96.980003,97.019997,2353900
871,97.629997,98.589996,3081900
872,99.040001,98.25,2513300
873,98.010002,97.769997,2533000
874,100.209999,99.480003,5103200
875,99.970001,99,4990400
876,98.139999,96.68,3025000
877,97.690002,96.779999,2572500
878,97.739998,98.059998,2259500
879,98.290001,97.330002,2456700
880,96.440002,97.339996,1817900
881,97.800003,98.68,3089500
882,99.449997,97.620003,2623300
883,98.800003,97.75,2734900
884,98.730003,98.779999,2536200
885,99.349998,100.550003,3488900
886,100.010002,100.739998,2394900
887,100.559998,99.949997,1858600
888,100.550003,101.449997,1858500
889,101.559998,100.480003,1544700
890,100.699997,100.720001,1579000
891,100.370003,100.389999,1534400
892,100.309998,102.330002,2775300
893,102.5,102.419998,2308100
894,102.169998,101.169998,2114800
895,100.660004,100.389999,1871100
896,100.910004,101.690002,1708400
897,101.690002,102.449997,2071700
898,102.059998,102.660004,1447200
899,103,103.110001,2402100
900,103.169998,103.209999,2177600
901,103.209999,103.419998,2141300
902,105,104.5,2569900
903,104.300003,103.099998,1643800
904,103.029999,103.739998,1760600
905,104.309998,105.199997,1763800
906,104.790001,103.580002,1940000
907,102.779999,103.769997,2357100
908,104.040001,103.389999,2358200
909,103,103.449997,2055600
910,103.330002,103.480003,1874600
911,103.639999,103.860001,1952300
912,104.029999,102.870003,2082100
913,102.18,99.970001,3459900
914,99.370003,97.129997,3360600
915,91.339996,92.669998,5216500
916,95.419998,92.139999,4313200
917,94.330002,95.040001,3998900
918,96.209999,95.730003,3993100
919,95.360001,95.849998,3221800
920,95.209999,94.269997,2725400
921,91.879997,92.290001,3869300
922,93.589996,94.43,2539300
923,95.010002,95.610001,2815400
924,94.309998,94.449997,3421400
925,96.269997,97.120003,2508200
926,97.419998,95.519997,2099700
927,95.389999,96.809998,3342100
928,96.589996,97.349998,1982700
929,97.410004,96.510002,2002500
930,97,98.239998,2090800
931,98.220001,98.959999,1741900
932,98.959999,98.529999,2397500
933,94.790001,97.529999,3629600
934,98.050003,98.43,2345900
935,97.129997,97.669998,2920500
936,97.82,97.860001,2816500
937,95.769997,97.769997,4054600
938,98.360001,96.940002,3413400
939,96.529999,95.949997,3025500
940,96.089996,96.599998,3371600
941,97.639999,98.260002,3704100
942,98.470001,98.440002,3222700
943,97.080002,99.389999,2610200
944,99.970001,101.620003,2228200
945,101.5,101.5,2460800
946,102,102.620003,1954200
947,102.510002,105.010002,3450100
948,105.110001,104.779999,3835700
949,104.690002,105.050003,2356700
950,103,103.480003,2585600
951,102.220001,102.43,2421100
952,103.050003,102.300003,2737800
953,103,103.010002,2190500
954,102.779999,103.099998,2021700
955,103.339996,103.470001,2817900
956,103.970001,102.519997,1964500
957,102.900002,106.459999,2483400
958,107.300003,107.989998,2972600
959,107.870003,107.970001,1479900
960,107.550003,107.870003,1792300
961,107.889999,109.730003,2910400
962,109.07,107.949997,2484300
963,108.050003,107.199997,2529200
964,107.080002,107.599998,2484600
965,107.029999,107.309998,2443200
966,107.330002,106.519997,2625600
967,106.519997,106.089996,1841800
968,105.32,106,2204900
969,105.230003,104.879997,2174100
970,104.580002,105.07,1580900
971,105.300003,105.099998,1808400
972,104.82,104.32,1830700
973,104,103.150002,2039300
974,103.690002,106.330002,4147900
975,106.400002,106.290001,2898700
976,106.910004,107.879997,2438900
977,107.879997,107.279999,2527800
978,107.580002,107.970001,3405400
979,107.970001,107.839996,2238800
980,107.389999,107.349998,2547400
981,107.690002,107.099998,1789000
982,107.059998,107.459999,995700
983,107.580002,107.220001,2868800
984,107.290001,108.129997,2433700
985,107.910004,107.589996,1780300
986,107.540001,105.93,2587500
987,106.290001,109.099998,1970100
988,109.129997,108.940002,1618700
989,107.470001,108.910004,2293500
990,108.559998,107.290001,1994700
991,107.290001,107.599998,2313200
992,106.459999,105.300003,3066800
993,105.690002,106.360001,3071800
994,107.279999,106.720001,2859500
995,107.32,109.080002,3146800
996,107,103.260002,7181300
997,103.129997,101.93,5473700
998,102.919998,102.989998,2176200
999,103.290001,103.760002,1815100
1000,104.059998,104.419998,1491800
1001,104.220001,104.230003,686200
1002,103.639999,104.080002,1400900
1003,104.5,105.32,1563100
1004,105.300003,105.860001,2047300
1005,105.400002,104.5,1987700
1006,102.620003,101.830002,2817000
1007,101.970001,102.360001,2409000
1008,100.809998,102.160004,3134200
1009,99.75,99.160004,3194700
1010,99.480003,98.199997,2330200
1011,98.480003,99.230003,2734400
1012,99.959999,101.010002,2811000
1013,101.389999,99.260002,3160200
1014,99.120003,101.879997,4285500
1015,98.739998,99.269997,5184300
1016,100.160004,101.379997,3477500
1017,99.239998,99.059998,5245000
1018,99.040001,98.290001,4499300
1019,99.790001,102.239998,3609700
1020,102.209999,101.75,2962100
1021,101.790001,102.529999,2925500
1022,102.669998,101.959999,3044300
1023,102.839996,103.080002,3378800
1024,103.370003,105.540001,4878500
1025,104.75,106.279999,3693100
1026,105.269997,103.82,2992900
1027,104.449997,102.099998,4535300
1028,102.220001,102.730003,3875400
1029,102.419998,98.970001,3894500
1030,96.650002,95.07,6681700
1031,94.010002,93.32,6679500
1032,94.43,94.209999,4649100
1033,92.540001,93.43,4202800
1034,94.43,94.699997,3122500
1035,96.239998,96.910004,3808300
1036,97.739998,99.010002,3741700
1037,99.620003,98.519997,2740200
1038,98.309998,98.949997,3229400
1039,100.160004,100.349998,2126300
1040,100.339996,99.650002,2359100
1041,98.650002,99.550003,2567800
1042,99.959999,100.910004,2794500
1043,101.480003,101.120003,2109900
1044,100.68,100.260002,2389500
1045,101.379997,103.449997,2125500
1046,103.480003,102.660004,2436000
1047,102.449997,102.800003,2036200
1048,103.089996,103.18,1581900
1049,102.440002,102.400002,1835600
1050,101.75,102.620003,2330600
1051,102.93,103.400002,2296300
1052,103.639999,103.580002,2406900
1053,104.489998,105.68,2952700
1054,105.099998,106.32,2757900
1055,106.059998,107.07,2391000
1056,107.239998,107.589996,2332800
1057,107.589996,108.559998,2876700
1058,108.730003,107.769997,8616800
1059,107.330002,108.160004,3472200
1060,107.720001,107.830002,2136200
1061,107.379997,107.660004,3193300
1062,108.790001,114.300003,6472700
1063,114.43,114.169998,4214700
1064,113.5,115.260002,4033800
1065,115.400002,115.370003,3182300
1066,115.099998,115.400002,2740600
1067,114.760002,116.349998,2019200
1068,116.080002,115.5,2231900
1069,114.489998,114.129997,2069700
1070,113.989998,114.669998,2918800
1071,113.730003,112.099998,3075900
1072,112.919998,112.830002,1627300
1073,112.940002,113.099998,2465400
1074,113.330002,114.389999,2715500
1075,113.870003,114.959999,4390500
1076,115,114.75,2062200
1077,114.760002,114.82,2299700
1078,114.269997,115.589996,2237500
1079,115.610001,115.099998,1823000
1080,115.5,115.540001,2220900
1081,115.330002,114.480003,2327300
1082,114,113.949997,2634600
1083,113.860001,114.099998,1805900
1084,114.410004,114.610001,2177200
1085,114.139999,115.480003,1990200
1086,114.989998,114.330002,2028200
1087,114.190002,112.919998,2451100
1088,112.900002,114.400002,2293900
1089,113.480003,113.300003,2031600
1090,112.260002,113.550003,1822100
1091,113.650002,114.080002,1704600
1092,113.82,115.550003,1917600
1093,115.279999,115.470001,1452900
1094,115.589996,116.940002,1622200
1095,116.989998,115.980003,1582900
1096,116.419998,116.360001,2114300
1097,116.220001,115.440002,1803400
1098,115.620003,117.150002,2609800
1099,117.309998,116.220001,2136800
1100,116.059998,116.519997,1367300
1101,116.269997,116.029999,1752500
1102,116.099998,116.470001,1538200
1103,116.690002,116.18,1256200
1104,116.580002,119.120003,2066400
1105,119.230003,118.550003,2123600
1106,118.589996,118.410004,1435900
1107,118.839996,118.940002,1317400
1108,118.889999,118.970001,1955700
1109,118.970001,119.010002,1202900
1110,118.699997,119.239998,1605700
1111,118.879997,118.900002,1196700
1112,119,119.599998,1202900
1113,119.940002,119.650002,1317300
1114,119.589996,119.32,2072100
1115,118.349998,119.440002,1197200
1116,118.5,118.269997,1452100
1117,117.860001,117.080002,1992300
1118,117.080002,118.089996,1425300
1119,118.300003,117.449997,1453300
1120,116.82,118.300003,1568800
1121,118.089996,117.57,2216500
1122,119.099998,119.050003,2092700
1123,119.610001,119.43,2040400
1124,119.940002,119.029999,3275500
1125,118.540001,118.910004,2858800
1126,112.769997,111.449997,6814300
1127,110.339996,109.290001,3648000
1128,110.599998,110.559998,2873000
1129,111.669998,111.760002,3603000
1130,112.32,113.290001,3682600
1131,113.660004,113.519997,2195500
1132,113.510002,113.099998,2041100
1133,112.629997,113.519997,2667200
1134,113.510002,112.699997,2050500
1135,113.730003,115.110001,1962800
1136,115.699997,115.459999,1522300
1137,115.900002,116.5,2431400
1138,117,116.830002,1537200
1139,117.5,116.769997,1502000
1140,116.480003,115.089996,2749000
1141,115.18,114.139999,2390700
1142,113.650002,113.370003,1827000
1143,113.870003,115.449997,2665700
1144,115.07,112.360001,2465300
1145,112.779999,112.860001,1982800
1146,112.779999,113.07,1834100
1147,113.400002,114.260002,2796100
1148,114.449997,113.709999,2275800
1149,113.93,112.080002,2224600
1150,112.400002,112.809998,2678700
1151,112.580002,112.879997,2235300
1152,112.639999,112.830002,2120100
1153,112.809998,113.610001,1601600
1154,113.169998,113.709999,2215300
1155,113.199997,114.599998,2746700
1156,114.599998,113.68,1481900
1157,113.470001,112.879997,1820000
