item,Open,Close,Volume
751,45.380001,45.141998,14012500
752,44.798,44.445999,14516000
753,44.618,44.481998,11487500
754,44.574001,43.862,23822000
755,42.91,42.018002,26842500
756,42.012001,42.256001,31309500
757,42.669998,42.189999,14842000
758,42.562,42.124001,17212500
759,41.784,41.332001,23341500
760,40.610001,40.442001,29751500
761,40.664001,40.849998,22386500
762,37.166,38.537998,57759500
763,38.897999,38.374001,26082500
764,38.139999,38.613998,18016000
765,38.773998,38.386002,22516000
766,37.91,39.313999,20765000
767,39.400002,40.324001,20584500
768,40.057999,40.257999,17193000
769,40.366001,41.310001,16172500
770,40.883999,41.195999,13905000
771,41.222,39.874001,15748000
772,40.214001,41.040001,17740500
773,40.792,40.720001,15035000
774,40.793999,42.188,20746000
775,42.644001,43.672001,24131000
776,43.658001,43.709999,16527000
777,43.976002,44.198002,17614500
778,44.400002,43.472,16219500
779,43.076,43.495998,17362000
780,43.509998,43.257999,26952500
781,42.442001,42.560001,48845500
782,38.714001,40.576,78248000
783,40.580002,40.754002,30955000
784,41.139999,40.869999,19898000
785,40.834,40.891998,13568000
786,41,42.341999,25770500
787,42.155998,43.422001,29910500
788,43.132,41.467999,42499000
789,41.458,40.821999,33018000
790,40.987999,40.751999,19547500
791,40.799999,41.438,32364500
792,41.380001,40.667999,19410500
793,40.540001,39.466,39610500
794,39.362,39.911999,22161500
795,39.849998,40.487999,21110000
796,40.57,40.125999,24385000
797,39.841999,38.776001,33562000
798,38.877998,38.175999,33683500
799,37.692001,38.063999,27898500
800,38.23,38.748001,24874500
801,38.75,38.214001,20746500
802,37.790001,37.736,27171500
803,38.400002,39.139999,28144000
804,39.085999,38.945999,24470500
805,38.992001,40.141998,24104500
806,40.400002,39.130001,42376000
807,39.490002,39.616001,21347500
808,39.700001,39.925999,13158000
809,40.316002,40.344002,18249500
810,39.653999,38.860001,28652000
811,38.784,38.082001,20640000
812,37.813999,37,43024500
813,37.169998,38.113998,50447500
814,38.706001,37.754002,25133000
815,37.740002,37.518002,18973000
816,38.046001,38.200001,25052000
817,39.599998,40.619999,62279000
818,40.501999,40.650002,21739500
819,41.639999,41.534,31515500
820,41.686001,42.018002,19001000
821,41.970001,42.18,20338500
822,42.088001,41.956001,18791000
823,41.714001,41.492001,15130000
824,41.492001,41.566002,9762000
825,41.540001,41.34,8295500
826,40.998001,41.358002,12349500
827,41.355999,41.054001,12796500
828,41.16,41.882,17162500
829,42.5,43.888,39315000
830,43.653999,43.720001,22056000
831,44.099998,43.686001,12139000
832,44.512001,46.310001,58363000
833,46.950001,46.096001,30427000
834,46.009998,46.490002,19680500
835,46.077999,45.209999,19559500
836,45.987999,45.206001,26408500
837,45.636002,46.102001,22173000
838,47.551998,46.59,28984500
839,46.82,46.085999,26354500
840,44.200001,47.360001,47279500
841,47.198002,47.321999,23341000
842,47.257999,47.897999,28361500
843,48.021999,48.948002,31817000
844,49.521999,48.636002,27201000
845,48.964001,48.82,14479500
846,48.785999,49.768002,22638000
847,49.400002,49.75,16766000
848,49.686001,49.428001,18371000
849,49.425999,48.869999,18778000
850,48.605999,49.124001,9853000
851,49.076,49.546001,11115500
852,49.535999,49.492001,17493500
853,49.702,49.486,17041000
854,49.405998,50.290001,18236500
